motorista_id,idade,experiencia_anos,renda_mensal_estimada,regiao_atuacao,tipo_servico_principal,data_cadastro,tem_cnh_categoria_b,tem_cnh_categoria_d,score_motorista,horas_trabalho_semana,possui_veiculo_proprio
3694,53,3.6,2633.73,Curitiba - PR,Delivery,2024-08-27,True,False,3.8,35.0,False
3695,44,3.9,9146.36,Salvador - BA,Executivo,2024-04-09,True,False,4.2,31.0,False
3696,40,3.5,3954.44,São Paulo - SP,Uber/99,2024-10-02,True,False,4.8,28.0,False
3697,36,1.8,6418.33,Rio de Janeiro - RJ,Uber/99,2024-11-23,True,False,4.4,58.0,False
3698,41,7.7,1500.0,Brasília - DF,Delivery,2024-03-24,True,False,4.5,47.0,False
3699,26,0.5,2896.24,Rio de Janeiro - RJ,Uber/99,2024-01-06,True,False,4.5,20.0,False
3700,34,0.8,7333.84,Salvador - BA,Executivo,2024-02-26,True,False,5.0,63.0,False
3701,43,1.9,1865.21,Belo Horizonte - MG,Uber/99,2024-01-14,True,False,5.0,60.0,False
3702,25,0.5,1500.0,Salvador - BA,Uber/99,2024-06-13,True,False,5.0,42.0,False
3703,31,6.2,1500.0,São Paulo - SP,Uber/99,2024-01-28,True,False,4.0,20.0,False
3704,49,4.5,9089.8,Belo Horizonte - MG,Uber/99,2024-09-09,True,False,4.1,47.0,False
3705,37,5.7,10491.34,São Paulo - SP,Uber/99,2024-02-15,True,False,4.2,26.0,False
3706,59,7.9,3120.23,São Paulo - SP,Uber/99,2024-04-16,True,False,4.8,46.0,False
3707,23,0.5,4327.32,Brasília - DF,Uber/99,2024-07-31,True,False,2.5,40.0,False
3708,43,11.2,2905.4,Brasília - DF,Executivo,2024-01-06,True,False,5.0,60.0,False
3709,57,6.8,11864.48,São Paulo - SP,Turismo,2024-09-02,True,False,3.5,49.0,False
3710,43,0.5,9954.31,Rio de Janeiro - RJ,Executivo,2024-07-26,True,False,4.6,41.0,True
3711,21,7.7,12000.0,Rio de Janeiro - RJ,Turismo,2024-03-06,True,False,4.8,60.0,False
3712,36,7.5,6046.9,São Paulo - SP,Executivo,2024-09-11,True,False,4.3,48.0,False
3713,41,0.8,5264.37,Salvador - BA,Delivery,2024-02-21,True,False,5.0,31.0,False
3714,30,0.5,1500.0,São Paulo - SP,Delivery,2024-12-24,True,False,4.5,66.0,False
3715,35,8.7,3259.77,São Paulo - SP,Delivery,2024-07-02,True,True,3.9,45.0,False
3716,21,1.3,11490.89,Curitiba - PR,Turismo,2024-01-04,True,False,4.6,38.0,False
3717,39,0.9,3248.11,São Paulo - SP,Uber/99,2024-05-07,True,False,4.2,56.0,False
3718,34,1.3,9060.13,São Paulo - SP,Uber/99,2024-02-27,True,False,4.6,50.0,False
3719,22,3.6,1874.26,São Paulo - SP,Uber/99,2024-04-08,True,True,4.6,35.0,True
3720,29,0.6,3995.6,Curitiba - PR,Uber/99,2024-07-07,True,False,3.8,43.0,False
3721,45,1.8,7167.42,Rio de Janeiro - RJ,Uber/99,2024-06-02,True,False,4.2,31.0,False
3722,58,0.9,11917.24,São Paulo - SP,Executivo,2024-12-11,True,False,3.9,41.0,False
3723,38,0.7,3422.76,São Paulo - SP,Delivery,2024-10-24,True,False,4.4,60.0,False
3724,43,1.5,1711.73,Brasília - DF,Executivo,2024-01-21,True,False,3.5,41.0,True
3725,23,1.6,6311.34,São Paulo - SP,Uber/99,2024-04-27,True,False,3.3,39.0,False
3726,59,2.0,4889.12,Belo Horizonte - MG,Delivery,2024-08-27,True,False,4.3,32.0,False
3727,46,1.5,2282.62,Salvador - BA,Uber/99,2024-07-02,True,False,3.1,42.0,True
3728,46,1.4,12000.0,Belo Horizonte - MG,Uber/99,2024-07-14,True,False,4.8,42.0,False
3729,29,3.7,5437.48,Curitiba - PR,Executivo,2024-12-16,True,False,3.9,58.0,True
3730,26,3.5,2542.24,Curitiba - PR,Uber/99,2024-07-26,True,False,4.5,42.0,True
3731,41,4.4,2764.53,Belo Horizonte - MG,Uber/99,2024-09-09,True,True,2.9,40.0,False
3732,27,9.1,4103.96,São Paulo - SP,Uber/99,2024-01-19,True,False,4.2,55.0,False
3733,30,2.0,9416.95,São Paulo - SP,Uber/99,2024-01-29,True,False,3.4,44.0,True
3734,28,3.0,1500.0,Belo Horizonte - MG,Uber/99,2024-11-13,True,False,2.9,48.0,True
3735,31,5.5,12000.0,São Paulo - SP,Uber/99,2024-07-30,True,False,3.6,49.0,False
3736,44,0.5,2063.78,São Paulo - SP,Delivery,2024-05-08,True,False,4.8,45.0,False
3737,29,2.2,2076.78,Belo Horizonte - MG,Turismo,2024-05-01,True,False,5.0,20.0,False
3738,47,1.9,4573.95,Belo Horizonte - MG,Delivery,2024-10-20,True,False,4.0,40.0,False
3739,38,0.5,3438.93,Belo Horizonte - MG,Uber/99,2024-11-26,True,False,3.9,50.0,False
3740,44,2.2,8296.76,São Paulo - SP,Uber/99,2024-10-09,True,False,4.1,50.0,False
3741,58,3.7,5458.48,Brasília - DF,Uber/99,2024-04-23,True,False,4.5,49.0,True
3742,54,3.6,2853.46,Brasília - DF,Uber/99,2024-07-20,True,False,4.1,40.0,False
3743,40,4.0,12000.0,São Paulo - SP,Uber/99,2024-12-28,True,True,4.7,39.0,True
3744,29,7.5,7417.88,São Paulo - SP,Uber/99,2024-02-17,True,False,3.9,40.0,False
3745,22,0.7,11251.77,Salvador - BA,Uber/99,2024-06-27,True,False,4.2,52.0,True
3746,24,0.9,4738.63,Belo Horizonte - MG,Uber/99,2024-06-19,True,False,3.5,66.0,False
3747,47,0.5,4609.6,Curitiba - PR,Uber/99,2024-10-09,True,False,4.5,60.0,False
3748,46,5.8,4653.61,Salvador - BA,Executivo,2024-08-23,True,False,3.7,20.0,False
3749,44,1.7,1797.89,Rio de Janeiro - RJ,Executivo,2024-09-10,True,False,4.5,70.0,False
3750,29,15.0,1668.61,Curitiba - PR,Uber/99,2024-02-29,True,False,3.0,48.0,False
3751,26,0.5,9843.94,São Paulo - SP,Delivery,2024-08-21,True,False,3.7,63.0,True
3752,33,1.0,2723.72,Belo Horizonte - MG,Uber/99,2024-07-28,True,False,4.1,38.0,False
3753,31,0.5,2100.42,Rio de Janeiro - RJ,Uber/99,2024-06-13,True,True,3.5,28.0,True
3754,29,7.0,4714.87,Salvador - BA,Uber/99,2024-01-14,True,False,4.7,34.0,True
3755,21,2.0,3498.15,Brasília - DF,Executivo,2024-03-25,True,False,3.7,47.0,False
3756,23,0.5,5279.17,Belo Horizonte - MG,Turismo,2024-01-07,True,True,3.3,61.0,False
3757,28,1.1,1500.0,Salvador - BA,Uber/99,2024-03-12,True,False,3.5,41.0,False
3758,48,0.5,1982.02,Rio de Janeiro - RJ,Uber/99,2024-01-29,True,True,4.1,42.0,False
3759,26,0.9,1500.0,Salvador - BA,Uber/99,2024-02-24,True,False,2.5,31.0,False
3760,27,4.3,11677.72,São Paulo - SP,Uber/99,2024-11-06,True,False,4.3,47.0,False
3761,53,15.0,7310.79,Belo Horizonte - MG,Delivery,2024-04-13,True,False,4.4,37.0,False
3762,37,0.7,7747.28,São Paulo - SP,Uber/99,2024-03-14,True,False,5.0,51.0,False
3763,30,5.8,6326.72,Belo Horizonte - MG,Uber/99,2024-11-27,True,False,3.7,36.0,False
3764,40,0.5,7779.46,São Paulo - SP,Turismo,2024-02-07,True,False,4.8,69.0,True
3765,26,0.7,2878.77,Brasília - DF,Uber/99,2024-11-21,True,False,4.2,28.0,False
3766,33,1.5,1693.53,Belo Horizonte - MG,Uber/99,2024-11-20,True,False,5.0,36.0,True
3767,32,4.8,3000.17,Curitiba - PR,Executivo,2024-10-20,True,False,4.4,44.0,True
3768,28,0.6,1729.72,São Paulo - SP,Delivery,2024-07-06,True,False,4.6,36.0,False
3769,35,0.5,2435.43,Curitiba - PR,Uber/99,2024-07-09,True,False,3.3,25.0,True
3770,46,0.5,11732.33,Belo Horizonte - MG,Uber/99,2024-07-20,True,False,4.9,40.0,False
3771,49,1.9,1500.0,Rio de Janeiro - RJ,Delivery,2024-03-11,True,True,4.2,52.0,True
3772,28,0.8,2052.76,São Paulo - SP,Uber/99,2024-08-04,True,False,3.7,29.0,True
3773,33,1.0,1500.0,Brasília - DF,Uber/99,2024-07-12,True,False,4.0,60.0,False
3774,40,0.6,2850.0,Rio de Janeiro - RJ,Delivery,2024-03-03,True,False,4.3,40.0,False
3775,31,1.8,2281.36,Curitiba - PR,Delivery,2024-04-02,True,False,4.7,70.0,False
3776,49,0.5,3152.58,Rio de Janeiro - RJ,Uber/99,2024-03-18,True,False,4.4,44.0,True
3777,28,1.3,7796.22,Curitiba - PR,Delivery,2024-10-03,True,False,4.0,59.0,False
3778,45,3.9,4088.95,Salvador - BA,Uber/99,2024-05-19,True,False,4.3,43.0,False
3779,41,8.3,1500.0,São Paulo - SP,Uber/99,2024-03-17,True,False,3.4,45.0,True
3780,36,1.1,1786.55,Rio de Janeiro - RJ,Delivery,2024-02-14,True,False,3.2,56.0,True
3781,44,3.9,2492.11,São Paulo - SP,Uber/99,2024-08-27,True,False,4.4,63.0,True
3782,21,2.1,8127.64,São Paulo - SP,Executivo,2024-02-09,True,False,4.3,36.0,False
3783,38,3.0,2726.98,São Paulo - SP,Executivo,2024-10-09,True,False,3.5,62.0,False
3784,23,3.8,5892.26,Brasília - DF,Uber/99,2024-05-31,True,False,4.1,37.0,False
3785,25,0.8,4541.1,Rio de Janeiro - RJ,Uber/99,2024-10-29,True,False,4.3,45.0,True
3786,42,11.4,2228.93,Salvador - BA,Uber/99,2024-11-24,True,False,3.6,32.0,False
3787,32,1.9,2995.81,São Paulo - SP,Uber/99,2024-07-16,True,False,3.2,21.0,False
3788,30,3.4,3282.16,São Paulo - SP,Uber/99,2024-09-06,True,False,4.0,66.0,False
3789,37,0.9,3967.1,São Paulo - SP,Delivery,2024-12-22,True,False,3.1,50.0,True
3790,23,1.3,8558.45,Rio de Janeiro - RJ,Delivery,2024-11-30,True,False,3.3,46.0,False
3791,37,0.5,9158.79,Curitiba - PR,Uber/99,2024-10-23,True,False,3.5,45.0,False
3792,51,0.5,3354.15,São Paulo - SP,Uber/99,2024-08-05,True,False,4.4,58.0,True
3793,34,2.4,4484.1,Brasília - DF,Uber/99,2024-10-12,True,False,3.5,28.0,True
3794,32,4.0,2892.24,Rio de Janeiro - RJ,Uber/99,2024-04-07,True,True,3.9,43.0,False
3795,37,0.5,12000.0,Rio de Janeiro - RJ,Delivery,2024-12-07,True,False,4.9,33.0,False
3796,46,1.1,12000.0,São Paulo - SP,Uber/99,2024-08-19,True,False,3.7,43.0,True
3797,51,0.9,3763.85,Brasília - DF,Uber/99,2024-09-02,True,False,3.9,45.0,False
3798,43,2.6,1500.0,Salvador - BA,Executivo,2024-07-22,True,False,3.7,26.0,True
3799,42,1.9,1672.46,Belo Horizonte - MG,Uber/99,2024-05-19,True,False,4.3,47.0,True
3800,51,1.6,1816.61,Salvador - BA,Uber/99,2024-05-21,True,False,3.9,53.0,True
3801,23,10.2,4314.86,Rio de Janeiro - RJ,Uber/99,2024-03-06,True,True,4.2,49.0,True
3802,37,2.1,4377.7,São Paulo - SP,Uber/99,2024-01-05,True,False,5.0,66.0,False
3803,45,0.5,12000.0,Belo Horizonte - MG,Uber/99,2024-03-25,True,False,4.0,40.0,False
3804,25,1.3,4987.5,Curitiba - PR,Uber/99,2024-12-25,True,False,4.0,39.0,False
3805,28,0.5,4893.9,São Paulo - SP,Delivery,2024-01-29,True,False,4.0,44.0,False
3806,32,1.1,4376.28,Belo Horizonte - MG,Uber/99,2024-06-25,True,False,4.8,48.0,False
3807,37,1.0,6735.54,Rio de Janeiro - RJ,Executivo,2024-02-02,True,False,4.7,28.0,True
3808,21,5.1,7160.77,Curitiba - PR,Delivery,2024-05-01,True,True,4.0,35.0,False
3809,33,0.5,10561.68,Rio de Janeiro - RJ,Uber/99,2024-01-11,True,False,4.0,49.0,True
3810,23,5.9,8267.76,Brasília - DF,Delivery,2024-06-06,True,False,3.7,52.0,True
3811,33,2.3,5382.36,Rio de Janeiro - RJ,Delivery,2024-12-13,True,False,2.5,31.0,True
3812,28,0.6,8198.01,Salvador - BA,Delivery,2024-10-09,True,False,4.7,55.0,True
3813,29,3.0,3061.13,Curitiba - PR,Delivery,2024-04-07,True,False,5.0,45.0,False
3814,52,1.4,2665.12,São Paulo - SP,Executivo,2024-02-01,True,False,4.3,66.0,True
3815,38,3.3,2776.77,São Paulo - SP,Executivo,2024-04-13,True,False,4.0,37.0,True
3816,49,2.1,1500.0,Salvador - BA,Uber/99,2024-10-08,True,False,4.3,47.0,True
3817,24,3.6,1500.0,São Paulo - SP,Uber/99,2024-05-24,True,False,3.9,49.0,False
3818,56,5.2,3946.04,São Paulo - SP,Uber/99,2024-02-05,True,True,3.4,35.0,False
3819,30,2.7,2920.23,Brasília - DF,Uber/99,2024-09-03,True,False,4.8,45.0,True
3820,32,6.5,8327.37,Belo Horizonte - MG,Executivo,2024-04-30,True,False,3.8,30.0,False
3821,51,5.8,1500.0,Salvador - BA,Executivo,2024-10-12,True,False,4.3,43.0,False
3822,22,1.9,3912.66,Belo Horizonte - MG,Uber/99,2024-11-03,True,False,3.8,62.0,False
3823,29,1.4,5180.83,Rio de Janeiro - RJ,Turismo,2024-08-11,True,False,4.5,48.0,False
3824,51,0.5,8092.01,São Paulo - SP,Uber/99,2024-05-09,True,False,5.0,29.0,False
3825,23,3.2,4571.51,Rio de Janeiro - RJ,Uber/99,2024-12-09,True,False,4.3,59.0,False
3826,31,6.9,3291.47,Rio de Janeiro - RJ,Uber/99,2024-02-07,True,False,3.5,40.0,True
3827,24,3.0,3658.86,São Paulo - SP,Uber/99,2024-01-26,True,False,3.3,40.0,False
3828,32,2.3,2719.81,São Paulo - SP,Delivery,2024-07-03,True,False,3.7,63.0,False
3829,40,7.5,2659.61,São Paulo - SP,Uber/99,2024-10-14,True,False,3.1,43.0,False
3830,39,0.5,3718.37,Brasília - DF,Uber/99,2024-01-08,True,False,4.7,42.0,False
3831,46,2.8,1645.59,Salvador - BA,Delivery,2024-05-09,True,False,4.3,32.0,False
3832,40,0.8,1927.82,Curitiba - PR,Uber/99,2024-11-21,True,False,5.0,56.0,True
3833,59,0.5,5354.43,Rio de Janeiro - RJ,Delivery,2024-08-07,True,True,3.4,44.0,False
3834,37,2.4,5000.54,São Paulo - SP,Delivery,2024-09-13,True,False,4.3,62.0,False
3835,22,0.9,2763.27,Brasília - DF,Uber/99,2024-05-11,True,False,4.7,41.0,False
3836,51,2.4,5416.76,Rio de Janeiro - RJ,Uber/99,2024-09-27,True,False,3.4,55.0,True
3837,27,1.3,1500.0,São Paulo - SP,Turismo,2024-07-10,True,False,4.0,36.0,True
3838,27,3.4,1751.33,Salvador - BA,Uber/99,2024-01-30,True,False,4.7,61.0,False
3839,55,1.0,3371.06,São Paulo - SP,Uber/99,2024-02-28,True,False,4.0,46.0,False
3840,25,9.0,5060.18,São Paulo - SP,Turismo,2024-04-21,True,True,3.4,47.0,True
3841,56,2.2,3163.28,Curitiba - PR,Executivo,2024-07-15,True,False,4.1,55.0,False
3842,37,3.8,1500.0,São Paulo - SP,Uber/99,2024-08-27,True,False,4.6,44.0,False
3843,30,7.6,3231.18,São Paulo - SP,Executivo,2024-06-14,True,True,5.0,32.0,False
3844,59,0.5,2682.17,São Paulo - SP,Delivery,2024-02-19,True,False,3.6,58.0,False
3845,57,3.1,1500.0,Rio de Janeiro - RJ,Uber/99,2024-10-26,True,False,4.0,52.0,True
3846,30,0.5,6394.99,Salvador - BA,Uber/99,2024-11-17,True,False,4.0,62.0,True
3847,37,2.3,1500.0,Belo Horizonte - MG,Delivery,2024-10-19,True,True,4.2,57.0,False
3848,38,5.7,4181.52,São Paulo - SP,Executivo,2024-03-22,True,False,3.4,54.0,True
3849,32,0.9,5310.28,São Paulo - SP,Uber/99,2024-08-19,True,False,3.7,68.0,False
3850,39,4.6,3472.32,Curitiba - PR,Uber/99,2024-10-31,True,False,4.5,52.0,False
3851,38,2.4,1500.0,Brasília - DF,Uber/99,2024-10-14,True,False,3.6,48.0,True
3852,26,0.8,1500.0,Rio de Janeiro - RJ,Uber/99,2024-02-08,True,False,4.6,46.0,True
3853,31,2.0,8213.56,São Paulo - SP,Uber/99,2024-12-11,True,False,4.6,58.0,False
3854,30,11.9,2939.05,Belo Horizonte - MG,Uber/99,2024-12-28,True,False,4.3,51.0,False
3855,35,3.0,2103.06,Brasília - DF,Delivery,2024-02-14,True,False,3.4,62.0,True
3856,27,0.5,5049.17,Belo Horizonte - MG,Uber/99,2024-06-23,True,True,4.3,44.0,False
3857,21,3.2,5674.32,Rio de Janeiro - RJ,Turismo,2024-09-04,True,False,3.6,49.0,False
3858,35,0.8,6674.09,São Paulo - SP,Uber/99,2024-04-26,True,False,3.7,46.0,False
3859,32,3.8,3184.83,Rio de Janeiro - RJ,Uber/99,2024-02-02,True,False,4.6,46.0,False
3860,36,2.0,4629.98,Rio de Janeiro - RJ,Uber/99,2024-03-12,True,False,4.4,36.0,False
3861,21,1.8,1659.16,São Paulo - SP,Delivery,2024-02-08,True,False,4.2,61.0,False
3862,36,8.1,5313.66,Rio de Janeiro - RJ,Delivery,2024-03-03,True,False,2.9,44.0,False
3863,57,2.4,5766.23,São Paulo - SP,Delivery,2024-09-11,True,False,4.4,53.0,False
3864,53,5.4,4690.35,São Paulo - SP,Uber/99,2024-04-05,True,False,4.1,47.0,True
3865,58,2.6,10733.56,Salvador - BA,Delivery,2024-02-14,True,False,3.6,30.0,True
3866,27,1.9,1500.0,Curitiba - PR,Uber/99,2024-01-30,True,False,4.0,39.0,False
3867,32,6.4,1840.4,São Paulo - SP,Executivo,2024-03-03,True,False,3.9,26.0,True
3868,24,0.5,4182.72,Rio de Janeiro - RJ,Uber/99,2024-09-26,True,False,4.2,56.0,False
3869,45,0.5,2544.47,São Paulo - SP,Uber/99,2024-01-10,True,False,4.0,38.0,False
3870,31,0.5,4577.27,Rio de Janeiro - RJ,Turismo,2024-02-13,True,True,5.0,59.0,False
3871,40,8.2,8604.34,São Paulo - SP,Delivery,2024-08-27,True,False,4.7,46.0,False
3872,26,2.1,5392.75,Belo Horizonte - MG,Delivery,2024-11-27,True,True,3.6,45.0,False
3873,47,0.5,9347.68,Brasília - DF,Delivery,2024-12-02,True,True,5.0,64.0,True
3874,28,3.4,11615.44,Rio de Janeiro - RJ,Executivo,2024-02-23,True,True,3.7,50.0,False
3875,28,1.7,1765.35,Brasília - DF,Uber/99,2024-12-23,True,False,4.7,69.0,False
3876,27,0.8,6898.8,São Paulo - SP,Turismo,2024-01-10,True,False,4.4,42.0,False
3877,55,1.0,3738.32,São Paulo - SP,Uber/99,2024-10-01,True,True,4.2,46.0,True
3878,39,0.7,12000.0,Salvador - BA,Delivery,2024-03-01,True,False,4.5,58.0,False
3879,47,2.6,6751.19,Brasília - DF,Uber/99,2024-12-08,True,False,5.0,49.0,False
3880,27,0.5,1875.48,Curitiba - PR,Delivery,2024-09-18,True,False,3.4,26.0,False
3881,25,1.2,6471.94,Brasília - DF,Uber/99,2024-08-14,True,False,4.8,26.0,True
3882,27,1.6,5038.29,Brasília - DF,Turismo,2024-04-04,True,False,4.9,53.0,False
3883,31,2.8,5058.15,São Paulo - SP,Uber/99,2024-04-15,True,False,3.3,54.0,False
3884,55,1.2,2876.96,Belo Horizonte - MG,Delivery,2024-11-20,True,False,4.2,32.0,False
3885,36,1.5,8293.38,São Paulo - SP,Uber/99,2024-08-27,True,False,3.5,50.0,False
3886,38,3.6,12000.0,São Paulo - SP,Uber/99,2024-07-30,True,False,3.8,66.0,False
3887,38,9.5,2085.3,Rio de Janeiro - RJ,Uber/99,2024-11-22,True,False,3.6,34.0,False
3888,36,0.6,5336.9,São Paulo - SP,Uber/99,2024-10-21,True,False,4.5,52.0,False
3889,56,4.2,2660.69,Belo Horizonte - MG,Uber/99,2024-06-06,True,False,4.2,52.0,True
3890,28,0.7,1908.63,Brasília - DF,Uber/99,2024-03-15,True,False,3.7,34.0,False
3891,21,0.6,2585.35,São Paulo - SP,Uber/99,2024-01-28,True,False,4.7,53.0,False
3892,38,1.8,8328.6,Salvador - BA,Uber/99,2024-12-22,True,False,3.7,56.0,False
3893,38,2.2,4074.96,Curitiba - PR,Uber/99,2024-04-09,True,False,4.2,32.0,True
3894,45,6.2,4852.96,São Paulo - SP,Uber/99,2024-09-09,True,False,4.2,28.0,False
3895,46,3.0,8584.66,São Paulo - SP,Executivo,2024-01-30,True,False,4.1,50.0,False
3896,21,3.3,4041.73,Belo Horizonte - MG,Uber/99,2024-10-02,True,False,3.9,54.0,False
3897,47,1.2,1500.0,Salvador - BA,Uber/99,2024-04-06,True,False,3.9,49.0,False
3898,39,4.3,8406.22,Rio de Janeiro - RJ,Uber/99,2024-09-12,True,False,3.2,70.0,False
3899,22,3.5,10705.65,Rio de Janeiro - RJ,Uber/99,2024-12-07,True,False,4.5,36.0,False
3900,55,3.2,5157.46,São Paulo - SP,Uber/99,2024-06-22,True,False,3.8,40.0,False
3901,35,1.0,5472.6,São Paulo - SP,Delivery,2024-11-21,True,False,4.7,63.0,True
3902,38,0.8,12000.0,Rio de Janeiro - RJ,Turismo,2024-07-20,True,False,4.1,48.0,False
3903,45,1.7,5360.02,Belo Horizonte - MG,Uber/99,2024-01-31,True,False,4.0,48.0,True
3904,59,11.7,3436.83,Rio de Janeiro - RJ,Delivery,2024-09-14,True,False,5.0,40.0,False
3905,55,5.6,1863.49,Curitiba - PR,Uber/99,2024-06-18,True,False,4.5,44.0,False
3906,39,1.8,2228.32,Belo Horizonte - MG,Delivery,2024-10-19,True,False,4.2,67.0,False
3907,23,0.8,2469.46,Brasília - DF,Uber/99,2024-04-05,True,False,4.8,36.0,False
3908,28,1.2,3849.0,Belo Horizonte - MG,Uber/99,2024-02-16,True,False,3.6,64.0,False
3909,23,0.5,1595.14,Curitiba - PR,Uber/99,2024-04-18,True,False,5.0,35.0,True
3910,32,4.0,2134.39,São Paulo - SP,Uber/99,2024-04-06,True,False,2.9,49.0,True
3911,28,2.3,4852.93,São Paulo - SP,Uber/99,2024-10-26,True,False,4.5,32.0,False
3912,38,2.9,1500.0,São Paulo - SP,Uber/99,2024-11-05,True,False,3.6,54.0,False
3913,34,8.9,7079.52,Brasília - DF,Uber/99,2024-09-10,True,False,4.3,31.0,True
3914,45,1.1,4320.26,Belo Horizonte - MG,Uber/99,2024-11-30,True,False,5.0,44.0,False
3915,26,0.5,2478.06,Rio de Janeiro - RJ,Executivo,2024-03-14,True,False,3.7,31.0,True
3916,34,2.3,3757.18,Brasília - DF,Uber/99,2024-08-30,True,False,5.0,26.0,False
3917,36,1.7,2332.57,Salvador - BA,Uber/99,2024-02-13,True,False,4.1,43.0,False
3918,50,4.0,5157.48,Rio de Janeiro - RJ,Uber/99,2024-10-31,True,False,5.0,40.0,False
3919,42,0.7,2286.43,Belo Horizonte - MG,Uber/99,2024-11-17,True,False,4.5,45.0,True
3920,34,9.1,1585.13,São Paulo - SP,Uber/99,2024-05-02,True,True,3.8,46.0,False
3921,27,4.4,7827.33,Salvador - BA,Delivery,2024-04-02,True,False,4.5,20.0,False
3922,36,2.5,3232.59,Brasília - DF,Delivery,2024-12-19,True,False,4.8,44.0,False
3923,48,2.2,4195.86,Rio de Janeiro - RJ,Uber/99,2024-02-24,True,False,4.7,52.0,True
3924,26,0.5,2529.16,Brasília - DF,Uber/99,2024-02-23,True,False,4.8,67.0,False
3925,27,0.5,3831.69,Rio de Janeiro - RJ,Delivery,2024-03-02,True,False,4.2,37.0,False
3926,47,1.6,2914.39,Salvador - BA,Uber/99,2024-08-06,True,False,4.6,44.0,False
3927,33,0.5,1500.0,São Paulo - SP,Uber/99,2024-07-23,True,False,5.0,46.0,False
3928,24,4.7,3006.37,Rio de Janeiro - RJ,Delivery,2024-09-21,True,False,4.7,58.0,True
3929,38,0.7,3052.27,Belo Horizonte - MG,Delivery,2024-04-10,True,False,5.0,54.0,False
3930,42,4.3,3083.74,São Paulo - SP,Uber/99,2024-01-21,True,False,4.7,25.0,False
3931,55,8.1,2435.27,São Paulo - SP,Uber/99,2024-04-07,True,False,3.4,70.0,False
3932,33,1.2,3087.63,Brasília - DF,Uber/99,2024-06-14,True,False,4.6,40.0,False
3933,35,0.5,1500.0,Curitiba - PR,Uber/99,2024-06-04,True,False,4.0,38.0,False
3934,28,15.0,5013.87,Rio de Janeiro - RJ,Uber/99,2024-06-25,True,True,4.9,70.0,False
3935,40,5.6,1500.0,Belo Horizonte - MG,Uber/99,2024-01-13,True,False,4.5,47.0,False
3936,48,1.1,2284.8,Belo Horizonte - MG,Uber/99,2024-10-23,True,False,3.6,51.0,True
3937,29,3.7,2427.69,Brasília - DF,Delivery,2024-03-30,True,False,4.3,29.0,False
3938,45,0.5,8573.99,Belo Horizonte - MG,Executivo,2024-12-16,True,False,3.5,53.0,False
3939,28,1.9,2486.62,Brasília - DF,Uber/99,2024-06-25,True,True,4.3,54.0,False
3940,30,3.1,3883.05,Rio de Janeiro - RJ,Uber/99,2024-07-13,True,False,4.7,41.0,False
3941,27,1.1,1843.13,Rio de Janeiro - RJ,Turismo,2024-04-20,True,False,4.0,52.0,False
3942,38,1.8,4368.28,Belo Horizonte - MG,Uber/99,2024-02-11,True,False,4.8,40.0,True
3943,27,0.5,2481.85,São Paulo - SP,Delivery,2024-11-03,True,False,4.3,48.0,True
3944,29,2.0,3187.4,São Paulo - SP,Uber/99,2024-09-29,True,False,2.8,29.0,False
3945,36,3.5,2123.62,São Paulo - SP,Uber/99,2024-06-05,True,False,3.4,42.0,False
3946,38,3.1,5579.46,São Paulo - SP,Uber/99,2024-06-29,True,False,3.9,48.0,False
3947,25,0.5,11081.02,Curitiba - PR,Uber/99,2024-03-02,True,False,4.5,47.0,False
3948,26,2.1,1732.21,São Paulo - SP,Turismo,2024-05-17,True,False,4.3,29.0,False
3949,59,11.7,6306.79,São Paulo - SP,Uber/99,2024-09-18,True,True,4.9,59.0,False
3950,38,7.2,3893.95,São Paulo - SP,Uber/99,2024-04-28,True,False,4.7,37.0,True
3951,34,10.2,2822.24,São Paulo - SP,Uber/99,2024-08-04,True,False,4.2,31.0,False
3952,39,4.1,1500.0,Curitiba - PR,Uber/99,2024-05-08,True,False,3.4,32.0,False
3953,27,2.4,4827.21,São Paulo - SP,Uber/99,2024-12-16,True,False,5.0,46.0,True
3954,27,0.7,1500.0,Rio de Janeiro - RJ,Delivery,2024-03-31,True,True,4.3,49.0,False
3955,52,2.3,12000.0,Curitiba - PR,Executivo,2024-03-19,True,False,4.6,39.0,False
3956,38,1.3,9926.31,Salvador - BA,Uber/99,2024-10-21,True,False,5.0,55.0,False
3957,45,6.2,1737.66,Curitiba - PR,Uber/99,2024-02-07,True,False,3.6,65.0,False
3958,30,1.3,4756.22,Brasília - DF,Uber/99,2024-08-01,True,False,4.3,44.0,False
3959,21,0.8,3747.22,São Paulo - SP,Executivo,2024-01-10,True,False,3.9,40.0,False
3960,58,4.2,8367.74,Rio de Janeiro - RJ,Uber/99,2024-07-26,True,False,3.8,43.0,False
3961,31,1.7,1740.26,Brasília - DF,Turismo,2024-03-02,True,False,4.8,20.0,False
3962,21,3.4,12000.0,Brasília - DF,Executivo,2024-06-26,True,False,4.9,30.0,True
3963,40,0.5,12000.0,Brasília - DF,Uber/99,2024-09-15,True,False,4.8,51.0,False
3964,49,3.2,2908.01,Rio de Janeiro - RJ,Delivery,2024-02-12,True,False,4.3,22.0,False
3965,37,9.9,6053.48,Belo Horizonte - MG,Delivery,2024-06-25,True,False,4.4,30.0,False
3966,25,4.4,1793.37,São Paulo - SP,Delivery,2024-04-18,True,True,4.2,20.0,False
